codigo,codigo_produto,descr_detalhada,descricao,url_imagem
09.MC.N.10742,10472212787,,"Conector tipo wago 5 vias 0,5mm a 4mm",
01.MP.N.30047,10475097533,,ADESIVO GRADE DE FERRO REDONDO FUNDO PRETO LOGO BRANCA,
09.MC.N.10657,10475303403,,MICROFONE DE LAPELA KNUP SEM FIO IPHONE ON-MC802,
04.MP.N.90928,10475826191,,TERMINAL FEMEA TOTALMENTE ISOLADO AMARELO FDFD5.5-250,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c9e56fd287732a88204d1db72837e27d/omie___imagem_2024-08-06_134141871__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658973&Signature=DzLhoNdAeA57xfoTYDpjmRvW09c%3d
FTI75DPTBR,10476605682,,BOMBA DE CALOR FTI75 MONO 220V - NACIONAL - PRETA - FULL INVERTER - WIFI,
09.MC.N.10700,10477516811,,FERRO DE SOLDA 85W,
03.MP.N.50008,10477591262,,CUBA DE ISOLAMENTO ACUSTICO 1.0 (ROTOBRASIL - C800392VFPT),https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/aa1692ad18c4e9eb9093cc904524e525/omie___captura_de_tela_2024-11-06_100438__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658973&Signature=jmKrKy7%2fhjSw5fPIbP%2bDX3kCSEA%3d
09.MC.N.10701,10478340488,,FITA DUPLA FACE VERDE 19MMX2MT ADERE,
09.MC.N.10702,10478340510,,FITA DUPLA FACE VERDE 12MMX2MT ADERE,
09.MC.N.10703,10478340533,,FOXLUX FITA ISOLANTE 10MTS AZUL,
09.MC.N.10704,10478340560,,FOXLUX FITA ISOLANTE 10MTS VERMELHA,
09.MC.N.10705,10478346001,,Tê Tigre Soldável PVC 90° 25 mm,
09.MC.N.10707,10478346006,,Joelho Tigre Soldável PVC 90° 25 mm,
09.MC.N.10708,10478346023,,Luva Tigre Soldável PVC 25 mm,
09.MC.N.10709,10478346028,,Luva Tigre Azul Bucha Latão 25 mm x 3/4&apos;,
09.MC.N.10710,10478346037,,Luva Tigre C/ Rosca Soldável PVC 25 mm x 3/4&apos;,
09.MC.N.10667,10478346042,,Adesivo Plástico Tigre P/ PVC Incolor 850 g,
09.MC.N.10711,10478346060,,Fita Firlon Veda Rosca Branca 18 mm x 50 M,
09.MC.N.10712,10478346070,,Tê Tigre Esgoto PVC 50 mm,
09.MC.N.10713,10478346074,,Luva Tigre Simples Esgoto PVC 50 mm,
09.MC.N.10714,10478346079,,Redução Tigre Excêntrica Esgoto PVC 50 x 40 mm,
09.MC.N.10678,10478346099,,Bucha Tigre Redução Soldável Longa 40 x 25 mm,
09.MC.N.10610,10479984524,,TE 40 (AQ/AF),
09.MC.N.10611,10479985721,,JOELHO 90 32 (AQAF),
09.MC.N.10635,10479991186,,"TUBO PN-12,5 110 3MTS (AF)",
09.MC.N.10715,10480105726,,KRONA ESGOTO TUBO PVC 150MM X 6M 0104,
09.MC.N.10716,10480105736,,KRONA ESGOTO LUVA SIMPLES 150MM 0648,
09.MC.N.10717,10480105750,,KRONA ESGOTO JOELHO 90 150MM 0621,
09.MC.N.10718,10480105766,,KRONA ESGOTO JOELHO 45 150MM 0615,
09.MC.N.10719,10480105784,,KRONA ESGOTO ANEL VEDACAO 150MM 0674,
09.MC.N.10720,10480105796,,KRONA ADESIVO PLASTICO FRASCO 850G 0519,
09.MC.N.10640,10480105816,,LUBRIFICANTE PARA PUXAMENTO DE CABOS 200ML,
09.MC.N.10721,10480105829,,KRONA AGUA FRIA SOLUCAO PREPARADORA 1000CM3 0521,
09.MC.N.10661,10480842045,,"ENDURECEDOR 065 0,834ML",
09.MC.N.10722,10480842057,,ULTRA VERDE POLIURETANO,
09.MC.N.10636,10483562071,,BUFFET,
09.MC.N.10706,10484997632,,MARCADOR CABOS NUMERO 0 - 0.75-4MM,
09.MC.N.10723,10484997642,,MARCADOR CABOS NUMERO 1 - 0.75-4MM,
09.MC.N.10724,10484997655,,MARCADOR CABOS NUMERO 2 - 0.75-4MM,
09.MC.N.10725,10484997660,,MARCADOR CABOS NUMERO 3 - 0.75-4MM,
09.MC.N.10726,10484997666,,MARCADOR CABOS NUMERO 4 - 0.75-4MM,
09.MC.N.10732,10484997675,,MARCADOR CABOS NUMERO 5 - 0.75-4MM,
09.MC.N.10733,10484997692,,MARCADOR CABOS NUMERO 6 - 0.75-4MM,
09.MC.N.10734,10484997713,,MARCADOR CABOS NUMERO 7 - 0.75-4MM,
09.MC.N.10735,10484997719,,MARCADOR CABOS NUMERO 8 - 0.75-4MM,
09.MC.N.10736,10484997727,,MARCADOR CABOS NUMERO 9 - 0.75-4MM,
09.MC.N.10738,10484997742,,FITA ISOLANTE 3M IMPERIAL SLIM 18X20MTS,
07.MP.N.70007,10484997745,,"ABRACADEIRA NYLON 15CM PRETA - 151X3,65 C/TRATAMENTO UV F7015UVPR100",
09.MC.N.10739,10485108102,,Kit Teclado e Mouse Intelbras CSI50 Sem Fio USB 2.0 Plug&amp;Play - Preto,
03.MP.I.80032,10485147699,,PAINEL LATERAL ESQUERDO/PRETO FTI45 FTI55 FTI75 - 32201001000146,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/cbffd7b205f0138d2527f8be2a598596/omie___imagem_do_whatsapp_de_2024-10-01_as_085715_ee5f99a5__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658974&Signature=1acnrgDoKUOHlM0cbi9WLM6iFA0%3d
03.MP.I.80033,10485147711,,PAINEL LATERAL ESQUERDO/PRETO FTI25 FTI35 - 32201001000159,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/84d9c49484c843ac0e95c07036bc5f81/omie___imagem_do_whatsapp_de_2024-10-01_as_085714_e37dbb50__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658974&Signature=GWnmZZ2uL1SjAhYBbDpSmfiTdIU%3d
03.MP.I.80034,10485147719,,TAMPA DO PAINEL DIREITO/PRETO ENTRADA DE ENERGIA - UNIVERSAL - 32201001000179,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/b2791ddbbc785659dad67d5c98992117/omie___a2fed426-ed9e-4254-9f96-01caf2a77324__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=ttfXq3sqRSLuvXofuowgG87fKiE%3d
03.MP.I.80035,10485147724,,ISOLAMENTO ACUSTICO PAINEL DIREITO FTI45 FTI55 FTI75 540*270 - 13060003000319,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/7e1b889a307cd6f2c842cce8ad94b0a3/omie___1483a29e-720d-4614-b1da-70bbe25975c5__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=n3yb6VAax%2bn12Eb4mlbppOjXRSc%3d
03.MP.I.80036,10485147734,,ISOLAMENTO ACUSTICO PAINEL FRONTAL VENTILADOR FTI45 FTI55 FTI75 550*270 - 13060003000320,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/e734f21119e106c4975948ef459ab78f/omie___54008c50-aca6-4d0f-ad61-421af9a1cf16__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=NEG5bUAcEbEGEvDHMSL3T4rcf3g%3d
03.MP.I.80046,10485147763,,DIVISORIA DO COMPRESSOR DE FERRO PINTADO FTI45 FTI55 FTI75 - 32200009000110,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c77f77535fc9b327218732ab457eb919/omie___imagem_do_whatsapp_de_2024-10-01_as_085333_25672129__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=UxqDaNh1zHSdZYJuH3ZLMxIGSDI%3d
03.MP.I.80047,10485147776,,ISOLAMENTO ACUSTICO PAINEL DIREITO FTI25 FTI35 500*240 - 13060003000333,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/749bab742f38538d393c32109caf8482/omie___imagem_do_whatsapp_de_2024-10-01_as_103956_a49253c1__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=otDcTH3Gzeu9Bx%2b2b%2fAlEdFGdag%3d
03.MP.I.80048,10485147781,,ISOLAMENTO ACUSTICO PAINEL FRONTAL VENTILADOR FTI25 FTI35 500*270 - 13060003000334,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/9c660af259faad3b215ac3faf76fe9b9/omie___imagem_do_whatsapp_de_2024-10-01_as_085351_15cfc120__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=4DD5TxudbCnNJf7E3D7L8T9UWX0%3d
03.MP.I.80049,10485147789,,ISOLAMENTO ACUSTICO PAINEL DIREITO FTI105 FTI125 650*320 - 13060003000347,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/cfb4a30f48e1bb42f1c0f90a5d49db66/omie___imagem_do_whatsapp_de_2024-10-01_as_085350_412a0be8__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=JpaHHhd2ngMT2DBUdVqHZgKjc5E%3d
03.MP.I.80050,10485147804,,ISOLAMENTO ACUSTICO PAINEL FRONTAL VENTILADOR FTI105 FTI125 650*320 13060003000348,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/1fa674e77ce63b0b8731c4414c51a2f3/omie___imagem_do_whatsapp_de_2024-10-01_as_085352_f8a2ad4c__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=SWF3M20erBE2KfrBxBQYCZdJyrE%3d
03.MP.I.80058,10485147821,,GRADE SAIDA DE AR/PRETO FTI105 FTI125 610MM 32201001000201,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/6bfec6b2f1bee8469b0d26fa165dae87/omie___imagem_do_whatsapp_de_2024-10-01_as_085342_267d4f9f__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=%2fBLDatV3TTNsJyJnaxcjNPIOdCk%3d
03.MP.I.80064,10485147835,,GRADE SAIDA DE AR/PRETO FTI45 FTI55 FTI75 500MM - 32201001000149,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/a76098d7efa3276e24d316fbd8afb8aa/omie___imagem_do_whatsapp_de_2024-10-01_as_085341_e0f8c819__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=BZusnxpRf0UM09xYGWdYvxEyyRg%3d
03.MP.I.80065,10485147840,,PAINEL LATERAL DIREITO/PRETO FTI45 FTI55 FTI75 - 32201001000145,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/efbc05df93719071a0b81b02ade1acee/omie___imagem_do_whatsapp_de_2024-10-01_as_085306_3f6606de__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=Gg22VjJ%2bXr0%2bPnl6HfcKVxef8x0%3d
03.MP.I.80066,10485147845,,PAINEL LATERAL DIREITO/PRETO FTI105 FTI125 - 32201001000192,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/fc2d5dd218e38bb941972a6686af4330/omie___imagem_do_whatsapp_de_2024-10-01_as_085307_12fb1bbd__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=VJ9BjRQJgrRqrxRJGoir%2bt9PZrQ%3d
03.MP.I.80067,10485147856,,PAINEL LATERAL ESQUERDO/PRETO FTI105 FTI125 32201001000193,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/f774ba40ff5cc305162f233b49315296/omie___f7d71f9e-0663-497e-8a24-5d13d238d714__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=FDwhmNa%2bOlAZYmzFlIeaSFb3QBE%3d
03.MP.I.80068,10485147863,,PAINEL LATERAL DIREITO/PRETO FTI25 FTI35 32201001000158,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/423f7d2d7bb656135e4f1378393d20bd/omie___8bef1237-9012-426c-86e1-da410b9842c8__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=WSP04zffZ4CbpUBK1WdwSitFMnU%3d
03.MP.I.80069,10485147868,,TAMPA SUPERIOR/PRETO FTI25 FTI35 32201001000160,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/a5b2aef7bf29857fcd7079d59209e040/omie___4c0284c9-e0ae-4b3b-bc08-2c968822d2b1__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=rb2bhqRidbYbMt0WLyMMbf4YvXo%3d
03.MP.I.80070,10485147882,,TAMPA SUPERIOR/PRETO FTI45 FTI55 FTI75 32201001000147,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/8a14e0aba92134e97b8fda1c3f8bf72e/omie___4c0284c9-e0ae-4b3b-bc08-2c968822d2b1__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=2Nb8p8eXFPHXtrLHfXHhjUc5iPk%3d
03.MP.I.80071,10485147887,,TAMPA SUPERIOR/PRETO FTI105 FTI125 32201001000194,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/42cf56aa6f34fb750a680bbb62f72c3b/omie___imagem_do_whatsapp_de_2024-10-01_as_085241_ea15c366__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=GsGBbx%2bCZkW7t12WvRnmi6z0l9g%3d
03.MP.I.80072,10485147893,,PAINEL FRONTAL VENTILADOR/PRETO FTI45 FTI55 FTI75 322010010000561,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/cb63aecc1de8b666c3b96c335c8228a3/omie___imagem_do_whatsapp_de_2024-10-01_as_085230_ebf92128__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=raeV6flRJP4byiN2BMWDZeXzmoU%3d
03.MP.I.80073,10485147907,,PAINEL FRONTAL VENTILADOR/PRETO FTI105 FTI125 32201001000497,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/e516f15c36baa263b89c9c627ebcc4a1/omie___imagem_do_whatsapp_de_2024-10-01_as_085230_eb3be847__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=LQ9%2bvVhwYgStdAwemSapHFdK5jg%3d
03.MP.I.80074,10485147914,,DIVISORIA DO COMPRESSOR DE FERRO PINTADO FTI25 FTI35 32200009000245,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/72dd995cb58cf250c6aad463dcea1812/omie___imagem_do_whatsapp_de_2024-10-01_as_085332_1c4a480e__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=gQCWjQRap4utN5hn14atGZNjVnU%3d
03.MP.I.80075,10485147919,,DIVISORIA DO COMPRESSOR DE FERRO PINTADO FTI105 FTI125 32200009000115,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/efca578c2f429206dbcab6a43d99f58f/omie___ef9342ad-28d8-4f2c-a649-ecc1942d2a07__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=LEA%2fZTFHl8vtZ1nCCNooCKv9uaA%3d
03.MP.I.80076,10485147924,,PRESILHA DE ALUMINIO DA GRADE VENTILADOR DAS FTI - 32200018000390,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/931c4cb5a3610b857799f9748059df40/omie___imagem_do_whatsapp_de_2024-10-01_as_093146_1ebb7665__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=xZWzzFxEpU5Ana6y%2bJSrXL06ctw%3d
03.MP.I.80102,10485922130,,"CAIXA DE PROTECAO DA PLACA FTI25,35 - SEM CÓDIGO CHINA",https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/e90504973461ef58d14b7bdd5d5b723d/omie___captura_de_tela_2024-10-04_211842__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=%2b9bEHz%2fJ35m5qSVRKx8yjyQvTBQ%3d
03.MP.I.80101,10485923917,,TAG LOGO FROMTHERM METAL FUNDO PRETO FTI INVERTER - 14400007002166,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/06e97ffdb1449f512652430b7ff4ecc5/omie___captura_de_tela_2024-10-04_211949__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=A1f1hHW6F9F702FGquiGTYON4i0%3d
02.MP.I.40001,10488307456,,CURVA 90 PVC 40MM,
02.MP.I.40002,10488308486,,CURVA 90 PVC 50MM,
02.MP.I.40003,10488308772,,CONEXAO TEE PVC 40MM PRETO,
02.MP.I.40004,10488309886,,CONEXAO TEE PVC 50MM PRETO,
02.MP.I.40005,10488312380,,ADPTADOR 25 X 3/4PVC,
02.MP.I.40006,10488312844,,BUCHA REDUCAO 40 X 25 PVC PRETA,
02.MP.I.40007,10488313629,,BUCHA REDUCAO 50 X 25 PVC PRETA,
02.MP.I.40008,10488313754,,UNIAO 40MM PRETO P/ EQUIPAMENTOS NACIONAL FRESADO PVC,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/62eb0d34e34a7f1cc5a13b574ecf382a/omie___imagem_do_whatsapp_de_2024-12-17_as_093335_bbc6e91a__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=bovYn3JGHocQZpUkCD0zs7OFfRM%3d
02.MP.I.40009,10488314021,,UNIAO 50MM PRETO P/ EQUIPAMENTOS NACIONAL FRESADO PVC,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/129c642dd457a83da23ea17d18780d81/omie___imagem_do_whatsapp_de_2024-12-17_as_093335_591e6e3f__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=xZZFTQjYG%2fNQo4emwiGKIf9%2fnrQ%3d
02.MP.I.40010,10488314858,,TUBO PVC 40,
02.MP.I.40011,10488315210,,TUBO PVC 50,
01.MP.N.30048,10488789094,,ADESIVO DE ENTRADA AZUL - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/7f74bdd16cd501cd538ebc0413a65cbe/omie___imagem_2024-09-05_154634802__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=2BL7OASvwbhsqXZvXX2g32Vvshw%3d
01.MP.N.30049,10488789110,,ADESIVO DE SAÍDA VERMELHO - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/bc17f929939f75acd1cf258a16a8bdbb/omie___imagem_2024-09-05_154704961__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=W%2bvm0vBLiGof3LdP9TqPYZ3MWx8%3d
01.MP.N.30050,10488789119,,ADESIVO CUIDADO COM A GRADE - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/e955aac04a1f3519d71e935644b05711/omie___imagem_2024-09-05_160442325__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=85T9tYpHxOmIpPgah4YsuOihW5w%3d
01.MP.N.30051,10488789132,,ADESIVO RISCO DE CHOQUE ELETRICO - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/6027371c392a9f445178164ae372ce51/omie___imagem_2024-09-05_160506480__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=%2bJ6jv5uzKgCUizSuQtnla%2f%2fxp6o%3d
01.MP.N.30052,10488789143,,ADESIVO CABO DE ALIMENTACAO - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/4b69b5f813cba7c000e0c2df1ad2f74b/omie___imagem_2024-09-05_160539211__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=xHOR4hj2TIx30kB9sKMgc8xLirU%3d
01.MP.N.30053,10488789147,,ADESIVO DRENO DA CONDENSADORA - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/2a064f9029378ff0779d28d945f0ba5f/omie___imagem_2024-09-05_160611837__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=lvyF41PCTSv3orW6N2T12rIhsDw%3d
01.MP.N.30055,10488789155,,ADESIVO CUIDADOS IMPORTANTES - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c62055f8e91e64b8e916b87b9934cc73/omie___imagem_2024-09-05_160737604__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=IfpwRBZEgFXXoJRZQgdTUDNM0sA%3d
01.MP.N.30056,10488789164,,ADESIVO GAS REFRIGERANTE R-32 INFLAMAVEL - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/aa9de6d8762fba5a28cc032c9ec3a6f2/omie___imagem_2024-09-05_160817287__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=ms%2bJKlmcNm1u02fBr%2b%2fPG9NnO00%3d
09.MC.N.10554,10488791163,,CARTUCHO DE TINTA IMPRESSORA HP 667 XL COLORIDA,
09.MC.N.10555,10488793253,,CARTUCHO DE TINTA IMPRESSORA HP 667 XL PRETA,
01.MP.N.30054,10488794524,,ADESIVO DRENO - FTI INVERTER IMPORTADA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/292d588de54c4b5f7ad721b222687945/omie___imagem_2024-09-05_160704646__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=jud%2bhrYTJXf28FRKq6jl9u46Euk%3d
09.MC.N.10655,10488826136,,Microcomputador Portatil Dell Inspiron 15 3520,
04.MP.I.90944,10489549903,"LUVA CAPA PARA TERMINAL POSITIVE LOCK 6,3MM COM TRAVA","LUVA CAPA PARA TERMINAL POSITIVE LOCK 6,3MM COM TRAVA",
01.MP.N.30057,10489853830,,ADESIVO FTI BR 145 INDICACAO DE MODELO - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/19b275a86ca797d4decccfd89e41fc0e/omie___captura_de_tela_2024-11-20_104653__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=OHXJjX7yzLAx15XIk0zWHNUb964%3d
01.MP.N.30058,10489854138,,ADESIVO FTI BR 115 INDICACAO DE MODELO - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/8305068620739008fc1a48a0189ea3c0/omie___captura_de_tela_2024-11-20_104706__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=oWEse3dOX60duH%2fKz3yaybytADM%3d
01.MP.N.30059,10489854328,,ADESIVO FTI BR 75 INDICACAO DE MODELO,
01.MP.N.30060,10489854483,,ADESIVO FTI BR 45 INDICACAO DE MODELO,
08.EM.N.31505,10489854696,,MANUAL DO USUÁRIO FTI BR,
05.MP.N.71117,10489855113,,CONDENSADORA FTI145 BR V1,
05.MP.N.71118,10489855386,,CONDENSADORA FTI115 BR V1,
01.MP.N.30061,10490015691,ADESIVO MEMBRANA FTi BR 115/145,MEMBRANA FTIBR FRONTAL,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/344b44bef60fda77823c8bc7955d20be/omie___captura_de_tela_2024-11-20_105515__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=zKadX8klVyNHnP%2bCZuYdtVDrjOU%3d
03.MP.N.50009,10490364401,,BASE FTI 45/55/75 POLIETILENO PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/7f1fe6772479351281298b2a07b19c1c/omie___captura_de_tela_2024-11-06_100741__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=kHLtDReeBNAViRpdSTjAAn8%2f2nA%3d
03.MP.N.50010,10490364883,,BASE FTI 105/125 POLIETILENO PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c3f8606f879cfd8fe0cc18360090076a/omie___captura_de_tela_2024-11-06_101123__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=k6xHYqNdEyh1ap%2f5Mw%2fP6KO%2bSzg%3d
04.MP.N.61903,10490604170,,TRANSFORMADOR 220/12V 1A REV0213V,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/ea1c64ae86ff355ba390a77b53d102ac/omie___imagem_do_whatsapp_de_2024-12-16_as_171813_a33753a7__conv.jpg?response-content-type=image%2Fjpeg&AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1741872050&Signature=N1oj2s3XWK%2FPVTnm8f4dpKS8is4%3D
07.MP.N.90527,10490627870,,GRAXA BRANCA,
06.MP.N.90720,10490708323,,PARAFUSO 1/4 x 3/4 ALLEN CIL INOX,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c84c206076932d98ae173e5033ba53f5/omie___captura_de_tela_2024-09-12_092625__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=E9aCL88lhi6jKujsfFEvCiyzhEs%3d
06.MP.N.90721,10490708588,,"PORCA 1/4 SEXTAVADA INOX BITOLA 6,35MM CHAVE ?MM ROSCA ?",https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/7799d8d6f0c53830da7b7aa4ad35ea85/omie___captura_de_tela_2024-09-12_092906__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=qpOubDTlcjgFOltCJEcKaaxH4Aw%3d
09.MC.N.10639,10490730740,,CATALISADOR 065 450ML,
06.MP.N.90722,10490733497,,PARAFUSO 4X50 CABECA PANELA PHILLIPS INOX ROSCA METRICA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/5959a10b64160013bfc24d7360b6ea98/omie___captura_de_tela_2024-09-12_093523__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=dn3Ua0m06Wqm3MSVen2VpDKD2iA%3d
08.EM.N.31008,10491866595,,CAIXA PAPELAO FTI 25 35 930X400X800 - 14100044000059,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/74ce6469452444777760e5b6c9e05fc4/omie___e5f8c354-df92-4d72-b06f-8d2a9f76bcf4__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658976&Signature=AS8FYwNUJZ0C71YTgeMxlUBqw6c%3d
